,Declaration Date,State,County,Start Date,End Date,Close Date,Year
21600,11/16/2001,WV,Mingo County,11/16/2001,11/30/2001,09/15/2003,2001
21601,11/16/2001,WV,Raleigh County,11/16/2001,11/30/2001,09/15/2003,2001
21602,11/16/2001,WV,Wayne County,11/16/2001,11/30/2001,09/15/2003,2001
21603,11/16/2001,WV,Wyoming County,11/16/2001,11/30/2001,09/15/2003,2001
21604,11/16/2001,WV,Grant County,11/16/2001,11/30/2001,01/07/2003,2001
21605,11/16/2001,WV,Hardy County,11/16/2001,11/30/2001,01/07/2003,2001
21606,11/16/2001,VA,Buchanan County,11/14/2001,12/09/2001,02/20/2003,2001
21607,11/16/2001,VA,Dickenson County,11/14/2001,12/09/2001,02/20/2003,2001
21608,11/16/2001,VA,Scott County,11/14/2001,12/09/2001,02/20/2003,2001
21609,11/20/2001,AL,Cherokee County,11/20/2001,11/23/2001,09/02/2004,2001
21610,11/20/2001,AL,Etowah County,11/20/2001,11/23/2001,09/02/2004,2001
21611,11/20/2001,AL,Jackson County,11/20/2001,11/23/2001,09/02/2004,2001
21612,11/20/2001,VA,Albemarle County,11/19/2001,12/09/2001,03/25/2003,2001
21613,11/20/2001,VA,Nelson County,11/19/2001,12/09/2001,03/25/2003,2001
21614,11/20/2001,VA,Shenandoah County,11/19/2001,12/09/2001,02/20/2003,2001
21820,02/11/2002,CA,San Diego County,02/10/2002,02/15/2002,04/05/2007,2002
21821,02/28/2002,VA,Page County,02/27/2002,03/02/2002,01/06/2003,2002
21828,03/23/2002,NM,Lincoln County,03/23/2002,04/01/2002,01/05/2005,2002
21913,04/23/2002,CO,Park County,04/23/2002,04/29/2002,07/07/2010,2002
21914,04/30/2002,AZ,Santa Cruz County,04/29/2002,05/08/2002,08/24/2004,2002
21918,05/01/2002,NM,Otero County,04/30/2002,06/03/2002,01/05/2005,2002
21919,05/01/2002,CO,Custer County,04/30/2002,05/05/2002,04/30/2008,2002
21920,05/05/2002,CO,Park County,05/05/2002,05/12/2002,04/30/2008,2002
22068,05/07/2002,NM,San Miguel County,05/06/2002,05/17/2002,01/11/2005,2002
22069,05/14/2002,CA,Orange County,05/13/2002,05/15/2002,04/04/2007,2002
22070,05/15/2002,AZ,Yavapai County,05/15/2002,05/18/2002,08/24/2004,2002
22145,05/23/2002,NM,Rio Arriba County,05/22/2002,06/10/2002,05/05/2005,2002
22146,05/23/2002,NM,Santa Fe County,05/22/2002,06/10/2002,05/05/2005,2002
22147,05/23/2002,CO,Douglas County,05/21/2002,05/29/2002,09/28/2006,2002
22149,06/01/2002,MN,Crow Wing County,05/31/2002,06/04/2002,03/09/2005,2002
22150,06/02/2002,NJ,Ocean County,06/02/2002,06/02/2002,07/22/2003,2002
22151,06/02/2002,CO,Fremont County,06/02/2002,06/10/2002,09/05/2008,2002
22152,06/03/2002,CO,Las Animas County,06/02/2002,06/26/2002,09/28/2006,2002
22153,06/03/2002,CO,Las Animas County,06/02/2002,06/26/2002,09/24/2002,2002
22154,06/04/2002,NM,Colfax County,06/02/2002,07/14/2002,01/11/2005,2002
22155,06/04/2002,NM,Mora County,06/02/2002,07/03/2002,01/11/2005,2002
22156,06/06/2002,CA,Los Angeles County,06/05/2002,06/14/2002,07/28/2010,2002
22157,06/06/2002,NM,Colfax County,06/02/2002,06/16/2002,01/11/2005,2002
22158,06/07/2002,CO,La Plata County,06/06/2002,06/10/2002,04/30/2008,2002
22159,06/08/2002,CO,Garfield County,06/08/2002,06/29/2002,04/30/2008,2002
22160,06/09/2002,CO,,06/08/2002,07/20/2002,06/25/2010,2002
22161,06/09/2002,NV,Lincoln County,06/08/2002,06/12/2002,08/24/2005,2002
22162,06/10/2002,CO,Mesa County,06/09/2002,06/18/2002,09/28/2006,2002
22163,06/11/2002,CO,La Plata County,06/09/2002,08/09/2002,04/30/2008,2002
22164,06/13/2002,NM,San Miguel County,06/13/2002,07/12/2002,01/05/2005,2002
22215,06/17/2002,CA,San Bernardino County,06/16/2002,06/22/2002,04/04/2007,2002
22216,06/18/2002,SC,Horry County,06/17/2002,06/24/2002,10/01/2003,2002
22217,06/18/2002,WY,Albany County,06/18/2002,07/07/2002,09/30/2005,2002
22218,06/18/2002,WY,Converse County,06/18/2002,07/07/2002,09/30/2005,2002
22219,06/19/2002,AZ,Navajo County,06/18/2002,07/07/2002,09/20/2005,2002
22220,06/19/2002,CO,Rio Grande County,06/19/2002,08/03/2002,04/30/2008,2002
22242,06/19/2002,CO,Southern Ute Indian Reservation,04/23/2002,08/06/2002,04/07/2010,2002
22243,06/19/2002,CO,Ute Mountain Indian Reservation Also NM,04/23/2002,08/06/2002,04/07/2010,2002
22244,06/19/2002,CO,Adams County,04/23/2002,08/06/2002,04/07/2010,2002
22245,06/19/2002,CO,Alamosa County,04/23/2002,08/06/2002,04/07/2010,2002
22246,06/19/2002,CO,Arapahoe County,04/23/2002,08/06/2002,04/07/2010,2002
22247,06/19/2002,CO,Archuleta County,04/23/2002,08/06/2002,04/07/2010,2002
22248,06/19/2002,CO,Baca County,04/23/2002,08/06/2002,04/07/2010,2002
22249,06/19/2002,CO,Bent County,04/23/2002,08/06/2002,04/07/2010,2002
22250,06/19/2002,CO,Boulder County,04/23/2002,08/06/2002,04/07/2010,2002
22251,06/19/2002,CO,Chaffee County,04/23/2002,08/06/2002,04/07/2010,2002
22252,06/19/2002,CO,Cheyenne County,04/23/2002,08/06/2002,04/07/2010,2002
22253,06/19/2002,CO,Clear Creek County,04/23/2002,08/06/2002,04/07/2010,2002
22254,06/19/2002,CO,Conejos County,04/23/2002,08/06/2002,04/07/2010,2002
22255,06/19/2002,CO,Costilla County,04/23/2002,08/06/2002,04/07/2010,2002
22256,06/19/2002,CO,Crowley County,04/23/2002,08/06/2002,04/07/2010,2002
22257,06/19/2002,CO,Custer County,04/23/2002,08/06/2002,04/07/2010,2002
22258,06/19/2002,CO,Delta County,04/23/2002,08/06/2002,04/07/2010,2002
22259,06/19/2002,CO,Denver County,04/23/2002,08/06/2002,04/07/2010,2002
22260,06/19/2002,CO,Dolores County,04/23/2002,08/06/2002,04/07/2010,2002
22261,06/19/2002,CO,Douglas County,04/23/2002,08/06/2002,04/07/2010,2002
22262,06/19/2002,CO,Eagle County,04/23/2002,08/06/2002,04/07/2010,2002
22263,06/19/2002,CO,Elbert County,04/23/2002,08/06/2002,04/07/2010,2002
22264,06/19/2002,CO,El Paso County,04/23/2002,08/06/2002,04/07/2010,2002
22265,06/19/2002,CO,Fremont County,04/23/2002,08/06/2002,04/07/2010,2002
22266,06/19/2002,CO,Garfield County,04/23/2002,08/06/2002,04/07/2010,2002
22267,06/19/2002,CO,Gilpin County,04/23/2002,08/06/2002,04/07/2010,2002
22268,06/19/2002,CO,Grand County,04/23/2002,08/06/2002,04/07/2010,2002
22269,06/19/2002,CO,Gunnison County,04/23/2002,08/06/2002,04/07/2010,2002
22270,06/19/2002,CO,Hinsdale County,04/23/2002,08/06/2002,04/07/2010,2002
22271,06/19/2002,CO,Huerfano County,04/23/2002,08/06/2002,04/07/2010,2002
22272,06/19/2002,CO,Jackson County,04/23/2002,08/06/2002,04/07/2010,2002
22273,06/19/2002,CO,Jefferson County,04/23/2002,08/06/2002,04/07/2010,2002
22274,06/19/2002,CO,Kiowa County,04/23/2002,08/06/2002,04/07/2010,2002
22275,06/19/2002,CO,Kit Carson County,04/23/2002,08/06/2002,04/07/2010,2002
22276,06/19/2002,CO,Lake County,04/23/2002,08/06/2002,04/07/2010,2002
22277,06/19/2002,CO,La Plata County,04/23/2002,08/06/2002,04/07/2010,2002
22278,06/19/2002,CO,Larimer County,04/23/2002,08/06/2002,04/07/2010,2002
22279,06/19/2002,CO,Las Animas County,04/23/2002,08/06/2002,04/07/2010,2002
22280,06/19/2002,CO,Lincoln County,04/23/2002,08/06/2002,04/07/2010,2002
22281,06/19/2002,CO,Mesa County,04/23/2002,08/06/2002,04/07/2010,2002
22282,06/19/2002,CO,Mineral County,04/23/2002,08/06/2002,04/07/2010,2002
22283,06/19/2002,CO,Moffat County,04/23/2002,08/06/2002,04/07/2010,2002
22284,06/19/2002,CO,Montezuma County,04/23/2002,08/06/2002,04/07/2010,2002
22285,06/19/2002,CO,Montrose County,04/23/2002,08/06/2002,04/07/2010,2002
22286,06/19/2002,CO,Otero County,04/23/2002,08/06/2002,04/07/2010,2002
22287,06/19/2002,CO,Ouray County,04/23/2002,08/06/2002,04/07/2010,2002
22288,06/19/2002,CO,Park County,04/23/2002,08/06/2002,04/07/2010,2002
22289,06/19/2002,CO,Pitkin County,04/23/2002,08/06/2002,04/07/2010,2002
22290,06/19/2002,CO,Pueblo County,04/23/2002,08/06/2002,04/07/2010,2002
22291,06/19/2002,CO,Rio Blanco County,04/23/2002,08/06/2002,04/07/2010,2002
22292,06/19/2002,CO,Rio Grande County,04/23/2002,08/06/2002,04/07/2010,2002
22293,06/19/2002,CO,Routt County,04/23/2002,08/06/2002,04/07/2010,2002
22294,06/19/2002,CO,Saguache County,04/23/2002,08/06/2002,04/07/2010,2002
22295,06/19/2002,CO,San Juan County,04/23/2002,08/06/2002,04/07/2010,2002
22296,06/19/2002,CO,San Miguel County,04/23/2002,08/06/2002,04/07/2010,2002
22297,06/19/2002,CO,Summit County,04/23/2002,08/06/2002,04/07/2010,2002
22298,06/19/2002,CO,Teller County,04/23/2002,08/06/2002,04/07/2010,2002
22299,06/19/2002,CO,Washington County,04/23/2002,08/06/2002,04/07/2010,2002
22300,06/19/2002,CO,Weld County,04/23/2002,08/06/2002,04/07/2010,2002
22301,06/19/2002,CO,Yuma County,04/23/2002,08/06/2002,04/07/2010,2002
22302,06/21/2002,AZ,Navajo County,06/20/2002,07/07/2002,12/16/2002,2002
22303,06/23/2002,CO,Gunnison County,06/23/2002,06/28/2002,09/28/2006,2002
22304,06/25/2002,CO,La Plata County,06/25/2002,08/09/2002,04/30/2008,2002
22305,06/25/2002,AZ,White Mountain Apache Tribe,06/18/2002,07/07/2002,03/01/2011,2002
22306,06/25/2002,AZ,Apache County,06/18/2002,07/07/2002,03/01/2011,2002
22307,06/25/2002,AZ,Coconino County,06/18/2002,07/07/2002,03/01/2011,2002
22308,06/25/2002,AZ,Gila County,06/18/2002,07/07/2002,03/01/2011,2002
22309,06/25/2002,AZ,Navajo County,06/18/2002,07/07/2002,03/01/2011,2002
22320,06/27/2002,CA,San Bernardino County,06/26/2002,06/30/2002,04/05/2007,2002
22321,06/29/2002,ND,Sioux County,06/29/2002,07/03/2002,06/18/2003,2002
22322,06/29/2002,SD,Lawrence County,06/29/2002,07/17/2002,06/11/2007,2002
22323,07/01/2002,WY,Albany County,06/29/2002,07/12/2002,09/30/2005,2002
22324,07/01/2002,UT,Daggett County,06/30/2002,07/05/2002,08/22/2005,2002
22325,07/03/2002,NV,Douglas County,07/03/2002,07/09/2002,04/01/2005,2002
22381,07/14/2002,AZ,Pinal County,07/12/2002,07/17/2002,08/24/2004,2002
22382,07/15/2002,CO,Montrose County,07/14/2002,08/02/2002,09/28/2006,2002
22383,07/15/2002,CO,San Miguel County,07/14/2002,08/02/2002,09/28/2006,2002
22384,07/15/2002,NV,Douglas County,07/14/2002,07/26/2002,08/20/2004,2002
22385,07/16/2002,OR,Lake County,07/15/2002,07/25/2002,05/06/2004,2002
22386,07/16/2002,OR,Jefferson County,07/13/2002,07/18/2002,05/06/2004,2002
22387,07/17/2002,NV,Clark County,07/14/2002,07/27/2002,08/20/2004,2002
22388,07/17/2002,OR,Jackson County,07/16/2002,07/21/2002,08/03/2004,2002
22389,07/18/2002,CO,Larimer County,07/17/2002,08/05/2002,09/05/2008,2002
22398,07/19/2002,OR,Grant County,07/18/2002,07/21/2002,01/22/2004,2002
22399,07/20/2002,WA,Chelan County,07/20/2002,07/27/2002,01/21/2005,2002
22400,07/22/2002,CA,Kern County,07/21/2002,07/27/2002,04/05/2007,2002
22401,07/25/2002,WA,Okanogan County,07/24/2002,07/26/2002,01/21/2005,2002
22402,07/26/2002,OR,Wasco County,07/25/2002,08/01/2002,08/03/2004,2002
22403,07/28/2002,OR,Curry County,07/27/2002,,01/21/2005,2002
22404,07/28/2002,OR,Josephine County,07/27/2002,,01/21/2005,2002
22405,07/28/2002,OR,Jackson County,07/27/2002,08/05/2002,06/17/2004,2002
22406,07/29/2002,OR,Deschutes County,07/28/2002,08/01/2002,06/17/2004,2002
22407,07/29/2002,OR,Jefferson County,07/28/2002,08/01/2002,06/17/2004,2002
22408,07/30/2002,CA,San Diego County,07/29/2002,08/22/2002,07/28/2010,2002
22409,07/31/2002,CO,Eagle County,07/31/2002,08/04/2002,07/07/2010,2002
22410,07/31/2002,CO,Garfield County,07/31/2002,08/04/2002,07/07/2010,2002
22412,08/18/2002,SD,Custer County,08/16/2002,08/29/2002,12/21/2005,2002
22413,08/18/2002,SD,Pennington County,08/16/2002,08/29/2002,12/21/2005,2002
22414,08/26/2002,NM,Sandoval County,08/26/2002,09/11/2002,01/11/2005,2002
22415,08/31/2002,WY,Lincoln County,08/29/2002,09/15/2002,09/30/2005,2002
22416,09/04/2002,CA,Los Angeles County,09/03/2002,09/12/2002,04/03/2007,2002
22417,09/04/2002,CA,Shasta County,09/03/2002,09/10/2002,04/03/2007,2002
22443,09/19/2002,CA,Placer County,09/18/2002,09/22/2002,04/03/2007,2002
22444,09/24/2002,CA,Los Angeles County,09/22/2002,09/29/2002,04/03/2007,2002
22445,09/24/2002,CA,San Bernardino County,09/22/2002,09/29/2002,04/03/2007,2002
22446,09/25/2002,CA,Santa Clara County,09/23/2002,10/05/2002,04/03/2007,2002
22447,09/25/2002,CA,Santa Cruz County,09/23/2002,10/05/2002,04/03/2007,2002
22736,01/07/2003,CA,Los Angeles County,01/06/2003,01/10/2003,07/28/2010,2003
23442,05/10/2003,NM,,05/09/2003,05/10/2003,08/24/2005,2003
23551,05/18/2003,HI,Hawaii County,05/18/2003,05/21/2003,01/22/2004,2003
23630,06/17/2003,NV,Carson City,06/17/2003,06/19/2003,08/20/2004,2003
23631,06/18/2003,AZ,Pima County,06/17/2003,07/15/2003,02/22/2007,2003
23632,06/18/2003,AZ,Pinal County,06/17/2003,07/15/2003,02/22/2007,2003
23633,06/21/2003,AZ,Cochise County,06/21/2003,06/26/2003,02/22/2007,2003
23654,06/25/2003,NM,Bernalillo County,06/25/2003,,11/29/2005,2003
23655,06/28/2003,CA,Kern County,06/26/2003,06/30/2003,07/07/2009,2003
23656,06/29/2003,CA,Kern County,06/29/2003,07/02/2003,07/07/2009,2003
23680,07/03/2003,CA,Riverside County,07/03/2003,07/04/2003,08/26/2009,2003
23727,07/11/2003,NV,Washoe County,07/10/2003,07/11/2003,09/11/2005,2003
23728,07/12/2003,WA,Yakima County,07/11/2003,07/19/2003,03/03/2005,2003
23729,07/14/2003,AZ,Pima County,06/17/2003,07/15/2003,07/19/2011,2003
23730,07/14/2003,AZ,White Mountain Apache Tribe,07/13/2003,07/22/2003,11/09/2005,2003
23731,07/14/2003,AZ,Gila County,07/13/2003,07/22/2003,11/09/2005,2003
23732,07/14/2003,AZ,Navajo County,07/13/2003,07/22/2003,11/09/2005,2003
23743,07/15/2003,UT,Weber County,07/14/2003,07/28/2003,10/06/2010,2003
23744,07/15/2003,NV,Washoe County,07/14/2003,07/17/2003,09/11/2005,2003
23745,07/16/2003,WA,Okanogan County,07/15/2003,07/18/2003,03/03/2005,2003
23783,07/22/2003,OK,Comanche County,07/18/2003,07/22/2003,06/23/2004,2003
23784,07/23/2003,MT,Garfield County,07/17/2003,07/25/2003,07/24/2006,2003
23785,07/25/2003,CA,Riverside County,07/25/2003,08/01/2003,09/15/2008,2003
23786,07/25/2003,MT,Flathead County,07/23/2003,08/21/2003,12/08/2006,2003
23787,07/25/2003,MT,Flathead County,07/21/2003,08/21/2003,09/26/2006,2003
23788,07/25/2003,CO,Larimer County,07/25/2003,07/27/2003,02/05/2009,2003
23818,08/11/2003,MT,Sweet Grass County,08/10/2003,09/09/2003,07/24/2006,2003
23819,08/12/2003,MT,Mineral County,08/12/2003,09/17/2003,09/26/2006,2003
23820,08/12/2003,MT,Missoula County,08/12/2003,09/17/2003,09/26/2006,2003
23821,08/12/2003,MT,Sanders County,08/10/2003,08/24/2003,06/27/2006,2003
23822,08/19/2003,CA,Riverside County,08/18/2003,08/21/2003,08/26/2009,2003
23823,08/19/2003,CA,San Bernardino County,08/18/2003,08/21/2003,08/26/2009,2003
23824,08/20/2003,MT,Lewis and Clark County,08/14/2003,09/12/2003,09/26/2006,2003
23825,08/20/2003,MT,Powell County,08/14/2003,09/12/2003,09/26/2006,2003
23826,08/20/2003,OR,Deschutes County,08/20/2003,10/22/2003,03/02/2005,2003
23827,08/20/2003,OR,Jefferson County,08/20/2003,10/22/2003,03/02/2005,2003
23828,08/20/2003,OR,Linn County,08/20/2003,10/22/2003,03/02/2005,2003
23829,08/21/2003,MT,Flathead County,08/21/2003,09/10/2003,12/08/2006,2003
23927,09/02/2003,OR,Hood River County,09/02/2003,09/08/2003,01/19/2005,2003
23949,09/06/2003,WA,Okanogan County,09/05/2003,09/17/2003,03/03/2005,2003
23950,09/06/2003,CA,San Bernardino County,09/05/2003,09/10/2003,08/26/2009,2003
23951,09/06/2003,OR,Jackson County,09/05/2003,09/08/2003,01/19/2005,2003
24179,09/29/2003,NV,Carson City,09/29/2003,09/30/2003,08/24/2005,2003
24180,10/21/2003,CA,Riverside County,10/21/2003,10/24/2003,01/21/2004,2003
24181,10/23/2003,CA,San Bernardino County,10/21/2003,11/12/2003,01/21/2004,2003
24182,10/25/2003,CA,San Bernardino County,10/25/2003,11/14/2003,01/21/2004,2003
24183,10/25/2003,CA,Los Angeles County,10/24/2003,10/29/2003,01/21/2004,2003
24184,10/25/2003,CA,Ventura County,10/24/2003,10/29/2003,01/21/2004,2003
24185,10/26/2003,CA,Riverside County,10/26/2003,11/02/2003,01/21/2004,2003
24186,10/26/2003,CA,San Diego County,10/26/2003,,01/21/2004,2003
24187,10/26/2003,CA,San Diego County,10/25/2003,12/05/2003,01/21/2004,2003
24188,10/26/2003,CA,Ventura County,10/24/2003,11/11/2003,01/21/2004,2003
24189,10/27/2003,CA,Los Angeles County,10/21/2003,03/31/2004,,2003
24190,10/27/2003,CA,Riverside County,10/21/2003,03/31/2004,,2003
24191,10/27/2003,CA,San Bernardino County,10/21/2003,03/31/2004,,2003
24192,10/27/2003,CA,San Diego County,10/21/2003,03/31/2004,,2003
24193,10/27/2003,CA,Ventura County,10/21/2003,03/31/2004,,2003
24194,10/28/2003,CA,Shasta County,10/28/2003,11/04/2003,08/12/2009,2003
24195,10/29/2003,CO,Douglas County,10/29/2003,10/31/2003,10/06/2010,2003
24196,10/29/2003,CO,Boulder County,10/29/2003,10/31/2003,09/30/2009,2003
24212,11/12/2003,CO,Larimer County,11/11/2003,11/14/2003,10/06/2010,2003
24213,11/20/2003,SD,Pennington County,11/20/2003,11/21/2003,12/21/2005,2003
24214,11/20/2003,WY,Sheridan County,11/19/2003,11/20/2003,07/30/2004,2003
24422,04/01/2004,CO,Larimer County,04/01/2004,04/07/2004,07/07/2010,2004
24443,04/26/2004,CA,Riverside County,04/25/2004,04/28/2004,11/09/2005,2004
24448,05/04/2004,CA,Riverside County,05/03/2004,05/10/2004,08/27/2009,2004
24449,05/04/2004,CA,Riverside County,05/02/2004,05/08/2004,08/27/2009,2004
24602,05/25/2004,NM,Lincoln County,05/15/2004,,06/26/2007,2004
24697,06/05/2004,CA,Santa Barbara County,06/05/2004,06/16/2004,07/28/2010,2004
24731,06/09/2004,AZ,Apache County,06/08/2004,06/17/2004,02/22/2007,2004
24851,06/16/2004,UT,Washington County,06/16/2004,,05/17/2005,2004
24852,06/18/2004,NM,Socorro County,06/18/2004,06/24/2004,11/29/2005,2004
24897,06/28/2004,AZ,Gila County,06/24/2004,07/13/2004,02/22/2007,2004
24898,06/28/2004,AZ,Yavapai County,06/24/2004,07/13/2004,02/22/2007,2004
24899,06/30/2004,NV,Washoe County,06/30/2004,07/05/2004,01/06/2006,2004
24941,07/01/2004,AK,Fairbanks North Star Borough,06/26/2004,08/01/2004,01/08/2008,2004
24942,07/03/2004,CO,Delta County,07/03/2004,07/11/2004,02/05/2009,2004
24943,07/06/2004,WA,Douglas County,07/05/2004,07/09/2004,09/05/2006,2004
24944,07/14/2004,CA,El Dorado County,07/14/2004,07/17/2004,08/27/2009,2004
24945,07/14/2004,NV,Carson City,07/14/2004,07/27/2004,01/06/2006,2004
24946,07/14/2004,NV,Washoe County,07/14/2004,07/27/2004,01/06/2006,2004
24947,07/14/2004,CA,Riverside County,07/13/2004,07/17/2004,08/27/2009,2004
24948,07/14/2004,CA,San Diego County,07/13/2004,07/18/2004,08/27/2009,2004
24949,07/14/2004,CA,Los Angeles County,07/12/2004,07/21/2004,09/29/2009,2004
24952,07/18/2004,CA,Los Angeles County,07/17/2004,07/23/2004,09/29/2009,2004
24953,07/18/2004,CA,Riverside County,07/17/2004,07/21/2004,09/29/2009,2004
24964,07/21/2004,CA,Los Angeles County,07/20/2004,07/23/2004,09/29/2009,2004
24965,07/26/2004,NV,Clark County,07/26/2004,07/31/2004,01/10/2006,2004
24970,07/30/2004,WA,Kittitas County,07/30/2004,08/04/2004,09/06/2006,2004
24971,07/30/2004,WA,Chelan County,07/30/2004,08/05/2004,01/26/2006,2004
25063,08/04/2004,OR,Josephine County,08/04/2004,08/06/2004,09/05/2006,2004
25102,08/07/2004,CA,Calaveras County,08/06/2004,08/12/2004,09/29/2009,2004
25103,08/08/2004,CA,Placer County,08/08/2004,08/14/2004,01/05/2010,2004
25104,08/10/2004,AK,Yukon Flats Regional Educational Attendance Area,07/14/2004,09/01/2004,01/03/2008,2004
25105,08/11/2004,CA,Shasta County,08/11/2004,08/25/2004,09/29/2009,2004
25106,08/11/2004,CA,Butte County,08/11/2004,08/15/2004,09/30/2009,2004
25107,08/11/2004,WA,Chelan County,08/11/2004,08/26/2004,11/07/2006,2004
25108,08/12/2004,WA,Yakima County,08/12/2004,08/16/2004,09/06/2006,2004
25176,08/14/2004,CA,Shasta County,08/14/2004,09/05/2004,09/30/2009,2004
25177,08/14/2004,CA,Shasta County,08/14/2004,08/16/2004,08/12/2009,2004
25178,08/21/2004,OR,Douglas County,08/20/2004,09/05/2004,12/11/2006,2004
25179,08/25/2004,NV,Washoe County,08/25/2004,08/31/2004,01/04/2006,2004
25180,08/26/2004,NV,Carson City,07/14/2004,07/27/2004,03/20/2014,2004
25184,09/01/2004,AK,Dot Lake ANV/ANVSA,08/09/2004,09/12/2004,01/03/2008,2004
25185,09/01/2004,AK,Northway ANV/ANVSA,08/09/2004,09/12/2004,01/03/2008,2004
25186,09/01/2004,AK,Tanacross ANV/ANVSA,08/09/2004,09/12/2004,01/03/2008,2004
25187,09/01/2004,AK,Tetlin ANV/ANVSA,08/09/2004,09/12/2004,01/03/2008,2004
25188,09/01/2004,AK,Tok ANV/ANVSA,08/09/2004,09/12/2004,01/03/2008,2004
25211,09/02/2004,CA,Mariposa County,09/02/2004,09/07/2004,08/27/2009,2004
25212,09/03/2004,CA,Calaveras County,09/03/2004,09/08/2004,09/29/2009,2004
25225,09/04/2004,CA,Lake County,09/03/2004,09/15/2004,01/05/2010,2004
25226,09/04/2004,CA,Sonoma County,09/03/2004,09/15/2004,01/05/2010,2004
25329,09/13/2004,CA,Mariposa County,09/12/2004,09/17/2004,09/29/2009,2004
25330,09/14/2004,HI,Hawaii County,09/12/2004,09/16/2004,02/07/2005,2004
26642,04/19/2005,SD,Lawrence County,04/17/2005,04/19/2005,08/17/2005,2005
26651,05/26/2005,AZ,Pinal County,05/26/2005,05/29/2005,12/30/2008,2005
26652,06/08/2005,AZ,Maricopa County,06/08/2005,06/13/2005,12/30/2008,2005
26653,06/12/2005,AZ,Mohave County,06/11/2005,06/18/2005,12/30/2008,2005
26654,06/22/2005,AZ,Maricopa County,06/21/2005,07/07/2005,09/25/2008,2005
26655,06/22/2005,AZ,Yavapai County,06/21/2005,07/07/2005,09/25/2008,2005
26656,06/23/2005,AZ,Yavapai County,06/22/2005,06/27/2005,01/15/2009,2005
26668,06/24/2005,NV,Clark County,06/22/2005,07/06/2005,04/10/2006,2005
26669,06/27/2005,UT,Washington County,06/27/2005,07/01/2005,05/27/2008,2005
26793,07/10/2005,CO,Custer County,07/08/2005,07/17/2005,07/07/2010,2005
26794,07/10/2005,CO,Pueblo County,07/08/2005,07/17/2005,07/07/2010,2005
26795,07/10/2005,SD,Meade County,07/09/2005,07/19/2005,10/20/2006,2005
26796,07/16/2005,SD,Pennington County,07/16/2005,07/17/2005,10/20/2006,2005
26797,07/16/2005,NV,Elko County,07/16/2005,07/18/2005,03/01/2007,2005
26798,07/16/2005,NV,Eureka County,07/16/2005,07/18/2005,03/01/2007,2005
26799,07/16/2005,NV,Elko County,07/15/2005,07/21/2005,03/01/2007,2005
26836,07/22/2005,AZ,Gila County,07/21/2005,07/24/2005,12/30/2008,2005
26837,07/22/2005,AZ,Maricopa County,07/21/2005,07/24/2005,12/30/2008,2005
26838,07/25/2005,CA,Madera County,07/25/2005,07/29/2005,10/13/2009,2005
26839,08/01/2005,WA,Chelan County,07/31/2005,08/08/2005,07/25/2007,2005
